ticker,Date,close,high,low,open,volume,ret_1d
,,spy,spy,spy,spy,spy,
SPY,2024-11-21,586.5391235351562,587.9717189391857,580.3938639302464,586.2724076420711,46750300,
SPY,2024-11-22,588.3570556640625,588.9893827920057,586.0254172195599,586.5292407131672,38226400,0.0030994217707922544
SPY,2024-11-25,590.3528442382812,593.6428027871202,588.0508139658752,592.318931861111,42441400,0.0033921384217381334
SPY,2024-11-26,593.435302734375,594.107127662382,590.8862755795608,591.6074878710035,45621300,0.0052213833238510254
SPY,2024-11-27,591.6370849609375,593.6327804375584,590.1057150673347,593.2475108077009,34000200,-0.0030301833496454433
SPY,2024-11-29,595.3124389648438,596.1028176783489,592.1805324077891,592.4571378216023,30177400,0.00621217651383188
SPY,2024-12-02,596.3795776367188,597.061292199026,595.2334770642985,595.7274713760562,31746000,0.0017925690814231121
SPY,2024-12-03,596.6561279296875,596.9031250627299,595.1050389999714,596.1424148983427,26906600,0.00046371522992894043
SPY,2024-12-04,600.361083984375,600.6080811170303,597.6836736596936,598.3554986242718,42787600,0.006209533232388376
SPY,2024-12-05,599.3731079101562,601.1712543095007,599.0174465042294,600.3610964613101,28762200,-0.0016456364354296982
SPY,2024-12-06,600.50927734375,601.7541524804552,599.7287881510366,600.1437264292612,31241500,0.0018955962798452575
SPY,2024-12-09,597.4168701171875,600.558666264525,596.8241011467584,600.3907251065754,34742700,-0.005149641051743981
SPY,2024-12-10,595.5594482421875,598.5234137048745,594.8975128400896,598.0985858914665,37234500,-0.0031090884236926186
SPY,2024-12-11,600.1635131835938,601.1218330792508,598.2270340236872,598.5036997474019,28677700,0.007730655529007757
SPY,2024-12-12,597.071044921875,599.8670086682928,597.071044921875,599.2940188154165,31543800,-0.005152709542962097
SPY,2024-12-13,596.9525146484375,599.8374239971062,595.5693067171701,599.1162117354461,35904700,-0.00019851954712191144
SPY,2024-12-16,599.5015258789062,600.4796851568691,597.9405474515993,598.7210366652528,43695200,0.004270040192342561
SPY,2024-12-17,597.031494140625,597.9009287649616,595.6483465488363,596.9327194205068,55773500,-0.004120142537852645
SPY,2024-12-18,579.2379150390625,599.1260676649564,578.8525850593486,596.7252628946356,108248700,-0.029803417870232773
SPY,2024-12-19,579.0599975585938,585.8771418800329,578.8130004498754,584.2568263743534,85919500,-0.0003071578635468475
SPY,2024-12-20,586.01513671875,590.5751556827481,575.8640332815654,576.716609074651,125716700,0.012011085534280097
SPY,2024-12-23,589.5243530273438,590.1290398696646,582.5553885988357,585.7573730277389,57635800,0.005988269054350237
SPY,2024-12-24,596.076904296875,596.1165955673065,590.2975285951272,590.8824302891231,33160100,0.011114979789863533
SPY,2024-12-26,596.11669921875,597.2467510278158,592.8850063759046,594.2926551063172,41219100,6.676138865335801e-05
SPY,2024-12-27,589.8416137695312,592.5875722637912,585.628530262738,592.349606135686,64969300,-0.010526605708987335
SPY,2024-12-30,583.110595703125,586.6000397682428,579.3336924072994,582.7835057007663,56578800,-0.011411568647030523
SPY,2024-12-31,580.9891967773438,585.5095851912486,579.3435820207299,584.7858849888859,57052700,-0.0036380730197900224
SPY,2025-01-02,579.5616455078125,585.9952616225524,575.4575923435457,584.2703854968423,50204000,-0.002457104671566457
SPY,2025-01-03,586.8081665039062,587.4524841165517,581.3360954279694,582.4265768189647,37888500,0.012503451621171946
SPY,2025-01-06,590.1885375976562,594.4908658796807,588.4438157230102,591.0906669897693,47679400,0.005760606765051746
SPY,2025-01-07,583.5169677734375,592.5577435625502,581.6830616942256,592.2305931115341,60393100,-0.011304133169673491
SPY,2025-01-08,584.3694458007812,585.4500042495939,580.1167322282579,583.5863298366745,47304700,0.0014609310001671982
SPY,2025-01-10,575.4476928710938,580.8602875756501,573.5245418299866,580.7908883545033,73105000,-0.015267315897157685
SPY,2025-01-13,576.3399047851562,576.6967632072416,570.352331124668,570.7687264554227,47910100,0.0015504657071625516
SPY,2025-01-14,577.1329345703125,579.9185236912625,573.3262632797856,579.2840683920101,48420600,0.0013759758409437328
SPY,2025-01-15,587.6309814453125,588.7808787490047,584.082061353333,585.2022507077428,56900200,0.018189997912380518
SPY,2025-01-16,586.5008544921875,589.1872759074608,585.7969999803885,589.0088467012978,43319700,-0.0019231915756813267
SPY,2025-01-17,592.3892822265625,594.1537892227647,590.4363626944013,591.7746725476055,58070600,0.01003993035862405
SPY,2025-01-21,597.8117065429688,597.8216293606315,593.4697477556989,595.4523751286994,42532900,0.009153481467499613
SPY,2025-01-22,601.1723022460938,602.5403200370894,600.1016664737954,600.656799743693,48196000,0.005621495307541968
SPY,2025-01-23,604.45361328125,604.45361328125,600.2603751042184,600.5379115165184,41152100,0.0054581873165091555
SPY,2025-01-24,602.6890258789062,605.4746757598883,601.5292056667311,604.5130699050133,34604700,-0.0029193098751858493
SPY,2025-01-27,594.1637573242188,594.4809850060814,589.4748623340163,589.6433687414142,70361100,-0.014145385412078881
SPY,2025-01-28,599.26904296875,600.1116355041081,592.0621722182419,595.4028949130045,44433300,0.00859238817850927
SPY,2025-01-29,596.58251953125,598.882374668965,594.0149903221018,598.4759021527152,37177400,-0.00448300053043138
SPY,2025-01-30,599.7844848632812,601.3309319842132,595.5020019503173,598.7139095137852,39281300,0.005367179270601374
SPY,2025-01-31,596.5924682617188,604.6617769781066,595.8291372870628,602.2231232896551,66566900,-0.005321939266718645
SPY,2025-02-03,592.57763671875,595.0757062127931,585.3608436126516,587.5219003161839,65857200,-0.006729604808231482
SPY,2025-02-04,596.5528564453125,597.0682984855546,592.0919442792167,592.6371547762964,33457800,0.006708352594225975
SPY,2025-02-05,598.9715576171875,599.1202788798545,593.3805941197304,595.4226979994195,30653100,0.00405446247678265
SPY,2025-02-06,601.0533447265625,601.1822203511523,597.3953946627929,600.726194256066,35771500,0.003475602610676143
SPY,2025-02-07,595.551513671875,602.8475675264697,594.8377363899132,601.6183482961283,50788500,-0.009153648512164048
SPY,2025-02-10,599.5961303710938,600.2405085459313,597.5044727650717,598.7833062959043,26048700,0.006791380101247135
SPY,2025-02-11,600.0521850585938,600.5973955759445,597.197196325744,597.3161491475298,30056700,0.0007606031199995922
SPY,2025-02-12,598.1190795898438,599.2987454315366,593.3112318639063,593.9952408058122,45076100,-0.003221562252225141
SPY,2025-02-13,604.4337768554688,604.6419745466134,597.9605288512577,599.2293791218168,40921300,0.010557592093459522
SPY,2025-02-14,604.4039916992188,605.6827646257742,603.7794592105552,604.6418973129976,26910400,-4.9277782596668374e-05
SPY,2025-02-18,606.178466796875,606.178466796875,603.0954953954162,605.5737798991598,26749000,0.0029359089649085846
SPY,2025-02-19,607.60595703125,607.9033390687135,604.2652343829255,604.7807369178573,31011100,0.002354900928629222
SPY,2025-02-20,605.0780639648438,606.3667596800622,601.7472644379752,606.2279612401959,36554000,-0.004160415211788671
SPY,2025-02-21,594.728759765625,604.9987554556133,594.2628108513653,604.8599570126433,76519800,-0.017104080969988833
SPY,2025-02-24,592.0225219726562,597.7919754098276,591.3087445913096,596.7907388152252,50737200,-0.004550373171856137
SPY,2025-02-25,589.0782470703125,592.6965662998072,584.4389061860617,591.9630038380435,58266500,-0.004973248133421038
SPY,2025-02-26,589.3756713867188,594.3719315476118,586.718957724097,590.7536120583931,43321600,0.0005048978092221379
SPY,2025-02-27,579.968017578125,592.8253866100482,579.5715284356448,591.6655061184648,74196700,-0.015962066751854298
SPY,2025-02-28,589.018798828125,589.5540864732496,577.3807850421597,580.4736791128596,88744100,0.015605655787356953
SPY,2025-03-03,578.69921875,592.1513529367862,574.8628395664972,591.0013951605243,74249200,-0.017519950294720976
SPY,2025-03-04,571.8492431640625,580.3051786101872,567.2793012349447,574.6745236933907,109648200,-0.01183684954808395
SPY,2025-03-05,577.9954223632812,579.7996207416143,568.102129991371,571.6807582916119,71230500,0.010747901256652481
SPY,2025-03-06,567.7352905273438,575.1304520011837,565.1677614238747,570.481188331108,80094900,-0.01775123372774534
SPY,2025-03-07,570.9173583984375,572.374620972555,560.7167623995564,565.9410048616534,81158800,0.005604844236718254
