date,symbol,price
2024-11-21,VEA,47.719181060791016
2024-11-22,VEA,47.93220901489258
2024-11-25,VEA,48.16461181640625
2024-11-26,VEA,47.87410736083984
2024-11-27,VEA,48.12587356567383
2024-11-29,VEA,48.70687484741211
2024-12-02,VEA,48.75528717041016
2024-12-03,VEA,48.95863723754883
2024-12-04,VEA,48.96832275390625
2024-12-05,VEA,49.191036224365234
2024-12-06,VEA,49.12325668334961
2024-12-09,VEA,49.007057189941406
2024-12-10,VEA,48.648773193359375
2024-12-11,VEA,48.997371673583984
2024-12-12,VEA,48.52288818359375
2024-12-13,VEA,48.397010803222656
2024-12-16,VEA,48.193660736083984
2024-12-17,VEA,48.07746124267578
2024-12-18,VEA,46.88641357421875
2024-12-19,VEA,46.77021789550781
2024-12-20,VEA,46.753509521484375
2024-12-23,VEA,47.02870178222656
2024-12-24,VEA,47.2154426574707
2024-12-26,VEA,47.40218353271485
2024-12-27,VEA,47.28424453735352
2024-12-30,VEA,46.9893913269043
2024-12-31,VEA,46.99921798706055
2025-01-02,VEA,46.900936126708984
2025-01-03,VEA,47.17612838745117
2025-01-06,VEA,47.6380615234375
2025-01-07,VEA,47.48080825805664
2025-01-08,VEA,47.42184066772461
2025-01-10,VEA,46.71419143676758
2025-01-13,VEA,46.586429595947266
2025-01-14,VEA,46.76333999633789
2025-01-15,VEA,47.34320831298828
2025-01-16,VEA,47.500465393066406
2025-01-17,VEA,47.73634719848633
2025-01-21,VEA,48.66020965576172
2025-01-22,VEA,48.552101135253906
2025-01-23,VEA,48.886268615722656
2025-01-24,VEA,49.16145706176758
2025-01-27,VEA,49.073001861572266
2025-01-28,VEA,49.02386093139648
2025-01-29,VEA,49.02386093139648
2025-01-30,VEA,49.554588317871094
2025-01-31,VEA,49.08283233642578
2025-02-03,VEA,48.47347259521485
2025-02-04,VEA,49.063175201416016
2025-02-05,VEA,49.53493881225586
2025-02-06,VEA,49.741329193115234
2025-02-07,VEA,49.34819793701172
2025-02-10,VEA,49.66270446777344
2025-02-11,VEA,49.85926818847656
2025-02-12,VEA,49.957557678222656
2025-02-13,VEA,50.606231689453125
2025-02-14,VEA,50.62588119506836
2025-02-18,VEA,50.969879150390625
2025-02-19,VEA,50.5275993347168
2025-02-20,VEA,50.72417068481445
2025-02-21,VEA,50.36051940917969
2025-02-24,VEA,50.31137466430664
2025-02-25,VEA,50.675025939941406
2025-02-26,VEA,50.75365447998047
2025-02-27,VEA,50.15412139892578
2025-02-28,VEA,50.19343566894531
2025-03-03,VEA,50.566917419433594
2025-03-04,VEA,50.4293212890625
2025-03-05,VEA,51.61854934692383
2025-03-06,VEA,51.13695526123047
2025-03-07,VEA,51.67751693725586
2025-03-10,VEA,50.488285064697266
2025-03-11,VEA,50.35068893432617
2025-03-12,VEA,50.72417068481445
2025-03-13,VEA,50.34086227416992
2025-03-14,VEA,51.30404281616211
2025-03-17,VEA,51.91340255737305
2025-03-18,VEA,51.844600677490234
2025-03-19,VEA,52.08048248291016
2025-03-20,VEA,51.67751693725586
2025-03-21,VEA,51.39315032958984
2025-03-24,VEA,51.4622688293457
2025-03-25,VEA,51.738739013671875
2025-03-26,VEA,51.1166877746582
2025-03-27,VEA,51.17593002319336
2025-03-28,VEA,50.59337615966797
2025-03-31,VEA,50.18855285644531
2025-04-01,VEA,50.36627578735352
2025-04-02,VEA,50.504512786865234
2025-04-03,VEA,49.44801712036133
2025-04-04,VEA,46.318016052246094
2025-04-07,VEA,45.31088638305664
2025-04-08,VEA,45.073917388916016
2025-04-09,VEA,48.44088363647461
2025-04-10,VEA,47.483123779296875
2025-04-11,VEA,48.786468505859375
2025-04-14,VEA,49.349273681640625
2025-04-15,VEA,49.68498611450195
2025-04-16,VEA,49.57637023925781
2025-04-17,VEA,50.10955429077149
2025-04-21,VEA,49.872581481933594
2025-04-22,VEA,50.85009002685547
2025-04-23,VEA,50.99820327758789
2025-04-24,VEA,51.649871826171875
2025-04-25,VEA,51.76835632324219
2025-04-28,VEA,52.12381362915039
2025-04-29,VEA,52.28179168701172
2025-04-30,VEA,52.20280075073242
2025-05-01,VEA,51.98558044433594
2025-05-02,VEA,52.933467864990234
2025-05-05,VEA,53.032203674316406
2025-05-06,VEA,53.02233123779297
2025-05-07,VEA,52.8347282409668
2025-05-08,VEA,52.65700149536133
2025-05-09,VEA,53.00258255004883
2025-05-12,VEA,53.25929641723633
2025-05-13,VEA,53.34816360473633
2025-05-14,VEA,53.13094329833984
2025-05-15,VEA,53.69375228881836
2025-05-16,VEA,53.81223678588867
2025-05-19,VEA,54.246681213378906
2025-05-20,VEA,54.50340270996094
2025-05-21,VEA,54.20718765258789
2025-05-22,VEA,54.147945404052734
2025-05-23,VEA,54.33554458618164
2025-05-27,VEA,55.0958251953125
2025-05-28,VEA,54.59226608276367
2025-05-29,VEA,54.80948638916016
2025-05-30,VEA,54.878604888916016
2025-06-02,VEA,55.510528564453125
2025-06-03,VEA,55.10570526123047
2025-06-04,VEA,55.39204025268555
2025-06-05,VEA,55.39204025268555
2025-06-06,VEA,55.56977081298828
2025-06-09,VEA,55.58951950073242
2025-06-10,VEA,55.71788024902344
2025-06-11,VEA,55.708003997802734
2025-06-12,VEA,56.142452239990234
2025-06-13,VEA,55.461158752441406
2025-06-16,VEA,55.73762512207031
2025-06-17,VEA,55.03658676147461
2025-06-18,VEA,55.1846923828125
2025-06-20,VEA,54.73783493041992
2025-06-23,VEA,55.15583038330078
2025-06-24,VEA,55.882354736328125
2025-06-25,VEA,55.60368728637695
2025-06-26,VEA,56.21078109741211
2025-06-27,VEA,56.559112548828125
2025-06-30,VEA,56.738250732421875
2025-07-01,VEA,56.69844436645508
2025-07-02,VEA,56.877586364746094
2025-07-03,VEA,56.9472541809082
2025-07-07,VEA,56.24063491821289
2025-07-08,VEA,56.648681640625
2025-07-09,VEA,57.03682327270508
2025-07-10,VEA,57.076629638671875
2025-07-11,VEA,56.59891891479492
2025-07-14,VEA,56.66858673095703
2025-07-15,VEA,56.10130310058594
2025-07-16,VEA,56.370018005371094
2025-07-17,VEA,56.49939727783203
2025-07-18,VEA,56.370018005371094
2025-07-21,VEA,56.738250732421875
2025-07-22,VEA,57.00696563720703
2025-07-23,VEA,58.221153259277344
2025-07-24,VEA,57.813106536865234
2025-07-25,VEA,57.743438720703125
2025-07-28,VEA,56.88753890991211
2025-07-29,VEA,56.86763381958008
2025-07-30,VEA,56.43968200683594
2025-07-31,VEA,55.95201873779297
2025-08-01,VEA,55.75297164916992
2025-08-04,VEA,56.52925491333008
2025-08-05,VEA,56.628780364990234
2025-08-06,VEA,57.066680908203125
2025-08-07,VEA,57.474727630615234
2025-08-08,VEA,57.743438720703125
2025-08-11,VEA,57.5145378112793
2025-08-12,VEA,58.161434173583984
2025-08-13,VEA,58.43014907836914
2025-08-14,VEA,58.33062744140625
2025-08-15,VEA,58.589385986328125
2025-08-18,VEA,58.5296745300293
2025-08-19,VEA,58.46001052856445
2025-08-20,VEA,58.60929107666016
2025-08-21,VEA,58.33062744140625
2025-08-22,VEA,59.276100158691406
2025-08-25,VEA,58.53962707519531
2025-08-26,VEA,58.559532165527344
2025-08-27,VEA,58.489864349365234
2025-08-28,VEA,58.72871780395508
2025-08-29,VEA,58.43014907836914
2025-09-02,VEA,57.912628173828125
2025-09-03,VEA,58.04200744628906
2025-09-04,VEA,58.40029525756836
2025-09-05,VEA,58.678958892822266
2025-09-08,VEA,59.246238708496094
2025-09-09,VEA,59.08700180053711
2025-09-10,VEA,59.12681198120117
2025-09-11,VEA,59.783668518066406
2025-09-12,VEA,59.53485870361328
2025-09-15,VEA,60.012569427490234
2025-09-16,VEA,59.94290542602539
2025-09-17,VEA,59.73390579223633
2025-09-18,VEA,59.92300033569336
2025-09-19,VEA,59.650001525878906
2025-09-22,VEA,59.970001220703125
2025-09-23,VEA,59.880001068115234
2025-09-24,VEA,59.459999084472656
2025-09-25,VEA,59.060001373291016
2025-09-26,VEA,59.40999984741211
2025-09-29,VEA,59.709999084472656
2025-09-30,VEA,59.91999816894531
2025-10-01,VEA,60.369998931884766
2025-10-02,VEA,60.5
2025-10-03,VEA,61.060001373291016
2025-10-06,VEA,61.18000030517578
2025-10-07,VEA,60.650001525878906
2025-10-08,VEA,60.84000015258789
2025-10-09,VEA,60.31999969482422
2025-10-10,VEA,59.18000030517578
2025-10-13,VEA,59.79999923706055
2025-10-14,VEA,59.97999954223633
2025-10-15,VEA,60.400001525878906
2025-10-16,VEA,60.65999984741211
2025-10-17,VEA,60.709999084472656
2025-10-20,VEA,61.2400016784668
2025-10-21,VEA,60.689998626708984
2025-10-22,VEA,60.709999084472656
2025-10-23,VEA,61.02000045776367
2025-10-24,VEA,61.220001220703125
2025-10-27,VEA,61.66999816894531
2025-10-28,VEA,61.65999984741211
2025-10-29,VEA,61.310001373291016
2025-10-30,VEA,61.029998779296875
2025-10-31,VEA,60.97999954223633
2025-11-03,VEA,61.130001068115234
2025-11-04,VEA,60.31999969482422
2025-11-05,VEA,60.70000076293945
2025-11-06,VEA,60.41999816894531
2025-11-07,VEA,60.61000061035156
2025-11-10,VEA,61.349998474121094
2025-11-11,VEA,61.72999954223633
2025-11-12,VEA,62.130001068115234
2025-11-13,VEA,61.400001525878906
2025-11-14,VEA,61.31999969482422
2025-11-17,VEA,60.529998779296875
2025-11-18,VEA,59.90999984741211
2025-11-19,VEA,59.709999084472656
2025-11-20,VEA,58.900001525878906
